                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     19,                0.97438,                 1.2856,                  1.508,                0.74707,                0.67638,                0.78191,                0.61348,                0.85091,                 1.1026,                 1.4238,              0.0006436,              0.0006436,              0.0006436
                     20,                0.96354,                 1.2587,                 1.4878,                0.82059,                0.70132,                0.82422,                0.64823,                0.83977,                 1.0427,                 1.4011,              0.0006238,              0.0006238,              0.0006238
                     21,                0.94621,                 1.2215,                  1.476,                 0.8289,                0.74542,                0.85389,                0.67397,                0.81334,                0.91335,                 1.3905,               0.000604,               0.000604,               0.000604
                     22,                0.93521,                 1.1768,                 1.4673,                0.82973,                 0.7468,                0.84351,                0.67267,                0.82546,                0.89002,                  1.398,              0.0005842,              0.0005842,              0.0005842
                     23,                0.91027,                 1.1682,                 1.4454,                0.72553,                0.75256,                0.80016,                0.64825,                0.78831,                 1.0222,                 1.3443,              0.0005644,              0.0005644,              0.0005644
                     24,                0.90877,                 1.1298,                 1.4361,                0.83015,                0.74802,                0.84946,                0.68755,                0.75856,                0.88466,                 1.3193,              0.0005446,              0.0005446,              0.0005446
                     25,                0.88588,                 1.1147,                 1.4215,                0.84016,                0.77171,                0.87422,                0.69397,                0.79933,                0.85324,                   1.36,              0.0005248,              0.0005248,              0.0005248
                     26,                0.88116,                 1.1069,                 1.4171,                0.78363,                0.75465,                0.84021,                0.67838,                0.74248,                0.93837,                 1.3083,               0.000505,               0.000505,               0.000505
                     27,                0.88005,                 1.0884,                  1.417,                0.82788,                0.78354,                0.87422,                0.70781,                0.76638,                0.84402,                 1.3216,              0.0004852,              0.0004852,              0.0004852
                     28,                0.83885,                  1.031,                 1.3833,                0.90823,                0.76906,                0.88813,                0.72015,                0.76112,                0.74358,                 1.3051,              0.0004654,              0.0004654,              0.0004654
                     29,                0.85249,                 1.0306,                 1.3897,                0.85568,                0.80036,                  0.887,                0.73152,                0.72936,                0.81049,                 1.2849,              0.0004456,              0.0004456,              0.0004456
                     30,                0.83153,                 1.0002,                  1.368,                0.87895,                 0.8001,                0.89847,                0.74763,                0.69134,                0.74271,                 1.2476,              0.0004258,              0.0004258,              0.0004258
                     31,                0.82588,                0.99045,                 1.3679,                 0.8702,                0.82444,                0.91047,                 0.7556,                0.70464,                0.67632,                   1.25,               0.000406,               0.000406,               0.000406
                     32,                0.81378,                0.98987,                 1.3601,                0.89825,                 0.8146,                0.90594,                0.76326,                0.66699,                0.67851,                 1.2315,              0.0003862,              0.0003862,              0.0003862
                     33,                0.80012,                0.94891,                  1.343,                0.91768,                0.83403,                0.91873,                0.76414,                0.67613,                0.67098,                 1.2333,              0.0003664,              0.0003664,              0.0003664
                     34,                0.80131,                0.93953,                 1.3452,                0.88789,                0.83389,                0.91317,                 0.7583,                0.67301,                0.66367,                 1.2278,              0.0003466,              0.0003466,              0.0003466
                     35,                0.77665,                0.92883,                 1.3227,                0.91899,                0.81411,                0.91381,                0.77049,                0.65993,                0.67229,                 1.2269,              0.0003268,              0.0003268,              0.0003268
                     36,                0.77791,                0.92526,                 1.3245,                0.90144,                0.83673,                 0.9229,                0.77882,                0.65342,                0.63697,                 1.2143,               0.000307,               0.000307,               0.000307
                     37,                0.75507,                0.88122,                 1.3105,                0.91095,                0.81183,                0.91034,                0.76804,                0.64026,                0.68697,                 1.2007,              0.0002872,              0.0002872,              0.0002872
                     38,                 0.7795,                0.91332,                 1.3281,                0.89244,                0.82442,                0.91635,                0.77107,                0.63533,                0.66573,                 1.1887,              0.0002674,              0.0002674,              0.0002674
                     39,                 0.7478,                0.85173,                 1.2984,                0.89402,                0.85763,                0.92074,                0.77694,                0.65084,                0.63939,                 1.1999,              0.0002476,              0.0002476,              0.0002476
                     40,                0.72883,                0.85106,                 1.2898,                0.91758,                0.83045,                0.92327,                0.78443,                0.62738,                0.63712,                 1.1854,              0.0002278,              0.0002278,              0.0002278
                     41,                0.61344,                0.67184,                 1.2009,                0.92564,                0.85226,                0.92622,                0.78177,                0.63503,                0.60978,                 1.1859,               0.000208,               0.000208,               0.000208
                     42,                0.58025,                0.60492,                 1.1728,                0.91096,                0.81951,                 0.9146,                0.77558,                0.63065,                0.63225,                  1.175,              0.0001882,              0.0001882,              0.0001882
                     43,                0.57741,                0.59171,                 1.1641,                0.91828,                0.85897,                0.93257,                0.79417,                0.61438,                0.57775,                 1.1651,              0.0001684,              0.0001684,              0.0001684
                     44,                0.55164,                0.59598,                 1.1366,                0.92537,                0.85105,                0.92895,                0.79475,                0.61267,                0.59196,                 1.1555,              0.0001486,              0.0001486,              0.0001486
                     45,                0.54368,                0.55673,                 1.1358,                0.93278,                0.85458,                0.92744,                0.79627,                0.60251,                0.58283,                 1.1468,              0.0001288,              0.0001288,              0.0001288
                     46,                0.54122,                0.52605,                 1.1256,                0.91764,                0.86987,                 0.9353,                0.80639,                 0.5971,                0.56441,                 1.1434,               0.000109,               0.000109,               0.000109
                     47,                0.52992,                0.52871,                  1.119,                0.93067,                 0.8593,                0.93448,                0.80995,                0.58211,                0.55531,                  1.134,               8.92e-05,               8.92e-05,               8.92e-05
                     48,                0.51881,                0.52198,                 1.1137,                0.91237,                0.88279,                0.94006,                0.81254,                0.57717,                0.54071,                 1.1283,               6.94e-05,               6.94e-05,               6.94e-05
                     49,                0.51315,                0.50184,                 1.1063,                 0.9172,                0.87831,                0.93862,                0.81572,                0.57146,                0.54025,                 1.1217,               4.96e-05,               4.96e-05,               4.96e-05
                     50,                 0.5034,                0.49432,                 1.1009,                0.94059,                0.87079,                0.94165,                0.81789,                0.56696,                0.53005,                 1.1181,               2.98e-05,               2.98e-05,               2.98e-05
