                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     26,                0.83431,                 1.0186,                 1.3623,                0.87199,                0.80787,                0.90216,                0.74539,                0.70312,                0.76154,                 1.2523,               0.000505,               0.000505,               0.000505
                     27,                0.81682,                0.98734,                 1.3465,                0.87998,                0.82055,                0.90045,                0.74748,                0.70109,                 0.7432,                 1.2603,              0.0004852,              0.0004852,              0.0004852
                     28,                0.81156,                0.99242,                 1.3373,                0.88676,                0.84707,                 0.9173,                0.76962,                0.66907,                0.67251,                 1.2293,              0.0004654,              0.0004654,              0.0004654
                     29,                0.80748,                0.97068,                 1.3433,                0.90614,                0.82394,                0.91515,                0.77212,                0.65752,                0.68121,                 1.2066,              0.0004456,              0.0004456,              0.0004456
                     30,                0.80192,                0.96135,                 1.3411,                0.90165,                 0.8515,                0.92076,                0.77562,                0.66493,                0.64229,                 1.2192,              0.0004258,              0.0004258,              0.0004258
                     31,                0.77489,                0.92079,                 1.3166,                0.90301,                0.85229,                0.92103,                0.76706,                0.67736,                0.64866,                  1.218,               0.000406,               0.000406,               0.000406
                     32,                0.77671,                0.91598,                 1.3121,                0.89283,                0.84515,                0.92218,                0.77905,                0.65006,                0.63827,                 1.1986,              0.0003862,              0.0003862,              0.0003862
                     33,                0.76026,                0.89945,                 1.3006,                0.91361,                0.83568,                0.91994,                0.77641,                0.65287,                0.65067,                 1.2021,              0.0003664,              0.0003664,              0.0003664
                     34,                0.77599,                 0.8985,                  1.327,                0.93438,                0.84688,                0.93487,                0.79214,                0.62711,                0.58984,                 1.1775,              0.0003466,              0.0003466,              0.0003466
                     35,                0.75121,                0.88163,                 1.2954,                0.90838,                0.84315,                0.92488,                 0.7787,                0.65668,                0.62431,                  1.204,              0.0003268,              0.0003268,              0.0003268
                     36,                0.73754,                0.85547,                 1.2855,                0.91768,                0.85863,                0.92941,                0.79589,                0.61754,                0.58745,                  1.165,               0.000307,               0.000307,               0.000307
                     37,                0.72801,                0.82628,                 1.2761,                0.91354,                0.86368,                0.93331,                0.79594,                0.61037,                0.57738,                 1.1555,              0.0002872,              0.0002872,              0.0002872
                     38,                0.73462,                0.83003,                 1.2853,                0.91569,                0.82291,                0.92284,                0.78355,                0.61543,                 0.6337,                  1.163,              0.0002674,              0.0002674,              0.0002674
                     39,                0.72538,                0.82853,                 1.2764,                0.92857,                0.85528,                0.93188,                0.79794,                0.60797,                0.57752,                 1.1589,              0.0002476,              0.0002476,              0.0002476
                     40,                0.70902,                0.82013,                 1.2637,                0.91394,                0.87069,                0.93875,                 0.8058,                 0.6007,                0.56888,                 1.1517,              0.0002278,              0.0002278,              0.0002278
                     41,                0.57356,                0.60621,                 1.1531,                0.91874,                0.86002,                0.93552,                0.81019,                0.59834,                0.55295,                 1.1443,               0.000208,               0.000208,               0.000208
                     42,                0.55621,                0.59296,                 1.1362,                0.91078,                0.85118,                0.93166,                 0.7994,                 0.6125,                0.58601,                 1.1599,              0.0001882,              0.0001882,              0.0001882
                     43,                0.54073,                 0.5618,                 1.1127,                0.93091,                0.86719,                0.94106,                0.81448,                0.58709,                 0.5487,                 1.1311,              0.0001684,              0.0001684,              0.0001684
                     44,                0.53615,                0.54692,                 1.1175,                0.93759,                0.86131,                0.94264,                0.81413,                0.58487,                 0.5445,                 1.1259,              0.0001486,              0.0001486,              0.0001486
                     45,                0.51635,                0.52783,                 1.1008,                0.92033,                0.88342,                0.94561,                0.82143,                0.57191,                0.52815,                 1.1195,              0.0001288,              0.0001288,              0.0001288
                     46,                0.51078,                0.50932,                 1.0972,                0.94189,                0.87085,                 0.9475,                   0.82,                0.57324,                0.52163,                 1.1194,               0.000109,               0.000109,               0.000109
                     47,                0.50631,                0.49166,                 1.0882,                0.94559,                0.87762,                0.95125,                0.82912,                0.56045,                0.49639,                 1.1116,               8.92e-05,               8.92e-05,               8.92e-05
                     48,                0.49548,                0.46579,                 1.0864,                0.94916,                0.87417,                0.95035,                0.83013,                0.55978,                0.49222,                 1.1079,               6.94e-05,               6.94e-05,               6.94e-05
                     49,                0.49077,                0.47059,                 1.0782,                0.93002,                0.88442,                0.94913,                0.82928,                0.55956,                0.50087,                 1.1049,               4.96e-05,               4.96e-05,               4.96e-05
                     50,                0.48186,                0.46136,                 1.0751,                0.92216,                0.90207,                0.95239,                0.83635,                0.55265,                 0.4853,                 1.0988,               2.98e-05,               2.98e-05,               2.98e-05
